language	term	usage	original	wordsense	raw_freq
RU-RU	хозяин	Vorzugsterm	хозяин	2	33
RU-RU	начальник	Negativterm	начальник	2	5

EN-US	trust	Vorzugsterm	trust	-1	-1
RU-RU	доверие	Vorzugsterm	доверие	0	297
RU-RU	вера	Negativterm	вера	0	23

EN-US	prestige	Vorzugsterm	prestige	-1	-1
RU-RU	престиж	Vorzugsterm	престиж	0	66
RU-RU	авторитет	Negativterm	авторитет	0	6

EN-US	feeling	Vorzugsterm	feeling	-1	-1
RU-RU	чувство	Vorzugsterm	чувство	0	83
RU-RU	ощущение	Negativterm	ощущение	0	4

EN-US	film	Vorzugsterm	film	-1	-1
RU-RU	фильм	Vorzugsterm	фильм	0	125
RU-RU	кино	Negativterm	кино	0	13
RU-RU	картина	Negativterm	картина	0	3
RU-RU	лента	Negativterm	лента	0	1

EN-US	combination	Vorzugsterm	combination	-1	-1
RU-RU	сочетание	Vorzugsterm	сочетание	0	152
RU-RU	комбинация	Negativterm	комбинация	0	127

EN-US	peculiar	Vorzugsterm	peculiar	-1	-1
RU-RU	странный	Vorzugsterm	странный	0	15
RU-RU	необычный	Negativterm	необычный	0	4

EN-US	sequence	Vorzugsterm	sequence	-1	-1
RU-RU	последовательность	Vorzugsterm	последовательность	0	43
RU-RU	череда	Negativterm	череда	0	2

EN-US	debate	Vorzugsterm	debate	-1	-1
RU-RU	дискуссия	Vorzugsterm	дискуссия	0	147
RU-RU	обсуждение	Negativterm	обсуждение	0	109
RU-RU	спор	Negativterm	спор	0	105
RU-RU	полемика	Negativterm	полемика	0	8

EN-US	deride	Vorzugsterm	deride	-1	-1
RU-RU	высмеивать	Vorzugsterm	высмеивать	0	9
RU-RU	осмеивать	Negativterm	осмеивать	0	1

EN-US	baby	Vorzugsterm	baby	-1	-1
RU-RU	младенец	Vorzugsterm	младенец	0	22
RU-RU	малыш	Negativterm	малыш	0	4

EN-US	suddenly	Vorzugsterm	suddenly	-1	-1
RU-RU	внезапно	Vorzugsterm	внезапно	0	113
RU-RU	неожиданно	Negativterm	неожиданно	0	42
RU-RU	вдруг	Negativterm	вдруг	0	35

EN-US	charm	Vorzugsterm	charm	-1	-1
RU-RU	обаяние	Vorzugsterm	обаяние	0	8
RU-RU	шарм	Negativterm	шарм	0	3

EN-US	fuel	Vorzugsterm	fuel	-1	-1
RU-RU	топливо	Vorzugsterm	топливо	0	463
RU-RU	горючее	Negativterm	горючее	0	3

EN-US	toxic	Vorzugsterm	toxic	-1	-1
RU-RU	токсичный	Vorzugsterm	токсичный	0	77
RU-RU	ядовитый	Negativterm	ядовитый	0	19

EN-US	complicate	Vorzugsterm	complicate	-1	-1
RU-RU	сложный	Vorzugsterm	сложный	1	129
RU-RU	непростой	Negativterm	непростой	1	4

EN-US	fairly	Vorzugsterm	fairly	-1	-1
RU-RU	довольно	Vorzugsterm	довольно	2	34
RU-RU	достаточно	Negativterm	достаточно	2	25

EN-US	aside	Vorzugsterm	aside	-1	-1
RU-RU	помимо	Vorzugsterm	помимо	0	47
RU-RU	кроме	Negativterm	кроме	0	17

EN-US	thereafter	Vorzugsterm	thereafter	-1	-1
RU-RU	после	Vorzugsterm	после	1	6
RU-RU	впоследствии	Negativterm	впоследствии	1	5

EN-US	declare	Vorzugsterm	declare	-1	-1
RU-RU	объявлять	Vorzugsterm	объявлять	0	194
RU-RU	заявлять	Negativterm	заявлять	0	164
RU-RU	декларировать	Negativterm	декларировать	0	5

EN-US	argument	Vorzugsterm	argument	-1	-1
RU-RU	аргумент	Vorzugsterm	аргумент	0	390
RU-RU	довод	Negativterm	довод	0	41

EN-US	away	Vorzugsterm	away	-1	-1
RU-RU	уходить	Vorzugsterm	уходить	1	35
RU-RU	избегать	Negativterm	избегать	1	10

EN-US	bizarre	Vorzugsterm	bizarre	-1	-1
RU-RU	странный	Vorzugsterm	странный	0	34
RU-RU	причудливый	Negativterm	причудливый	0	10
RU-RU	необычный	Negativterm	необычный	0	1

EN-US	common	Vorzugsterm	common	-1	-1
RU-RU	общий	Vorzugsterm	общий	2	883
RU-RU	совместный	Negativterm	совместный	2	16
RU-RU	общественный	Negativterm	общественный	2	11
RU-RU	коллективный	Negativterm	коллективный	2	5

EN-US	renowned	Vorzugsterm	renowned	-1	-1
RU-RU	известный	Vorzugsterm	известный	3	17
RU-RU	знаменитый	Negativterm	знаменитый	3	4

EN-US	influence	Vorzugsterm	influence	-1	-1
RU-RU	влияние	Vorzugsterm	влияние	1	702
RU-RU	воздействие	Negativterm	воздействие	1	9

EN-US	speech	Vorzugsterm	speech	-1	-1
RU-RU	речь	Vorzugsterm	речь	1	227
RU-RU	выступление	Negativterm	выступление	1	61

EN-US	lobby	Vorzugsterm	lobby	-1	-1
RU-RU	лоббирование	Vorzugsterm	лоббирование	0	46
RU-RU	лоббизм	Negativterm	лоббизм	0	3

EN-US	reject	Vorzugsterm	reject	-1	-1
RU-RU	отвергать	Vorzugsterm	отвергать	1	284
RU-RU	отказываться	Negativterm	отказываться	1	12

EN-US	advantage	Vorzugsterm	advantage	-1	-1
RU-RU	преимущество	Vorzugsterm	преимущество	0	381
RU-RU	превосходство	Negativterm	превосходство	0	6

EN-US	slogan	Vorzugsterm	slogan	-1	-1
RU-RU	лозунг	Vorzugsterm	лозунг	1	100
RU-RU	девиз	Negativterm	девиз	1	2

EN-US	agendum	Vorzugsterm	agendum	-1	-1
RU-RU	программа	Vorzugsterm	программа	5	211
RU-RU	план	Negativterm	план	5	50

EN-US	decline	Vorzugsterm	decline	-1	-1
RU-RU	снижение	Vorzugsterm	снижение	3	281
RU-RU	сокращение	Negativterm	сокращение	3	52
RU-RU	уменьшение	Negativterm	уменьшение	3	27

EN-US	dream	Vorzugsterm	dream	-1	-1
RU-RU	мечта	Vorzugsterm	мечта	2	217
RU-RU	мечтание	Negativterm	мечтание	2	7

EN-US	loan	Vorzugsterm	loan	-1	-1
RU-RU	кредит	Vorzugsterm	кредит	0	211
RU-RU	ссуда	Negativterm	ссуда	0	64

EN-US	nearby	Vorzugsterm	nearby	-1	-1
RU-RU	близлежащий	Vorzugsterm	близлежащий	0	14
RU-RU	соседний	Negativterm	соседний	0	12
RU-RU	близкий	Negativterm	близкий	0	6

EN-US	acknowledge	Vorzugsterm	acknowledge	-1	-1
RU-RU	осознавать	Vorzugsterm	осознавать	0	16
RU-RU	понимать	Negativterm	понимать	0	6

EN-US	building	Vorzugsterm	building	-1	-1
RU-RU	здание	Vorzugsterm	здание	0	93
RU-RU	дом	Negativterm	дом	0	8
RU-RU	постройка	Negativterm	постройка	0	2
RU-RU	строение	Negativterm	строение	0	1

EN-US	customary	Vorzugsterm	customary	-1	-1
RU-RU	обычный	Vorzugsterm	обычный	0	7
RU-RU	привычный	Negativterm	привычный	0	4

EN-US	face	Vorzugsterm	face	-1	-1
RU-RU	лицо	Vorzugsterm	лицо	0	182
RU-RU	лик	Negativterm	лик	0	2

EN-US	ugly	Vorzugsterm	ugly	-1	-1
RU-RU	уродливый	Vorzugsterm	уродливый	1	20
RU-RU	безобразный	Negativterm	безобразный	1	7

EN-US	bright	Vorzugsterm	bright	-1	-1
RU-RU	яркий	Vorzugsterm	яркий	1	26
RU-RU	выдающийся	Negativterm	выдающийся	1	1

EN-US	elegant	Vorzugsterm	elegant	-1	-1
RU-RU	элегантный	Vorzugsterm	элегантный	0	20
RU-RU	изящный	Negativterm	изящный	0	5

EN-US	heat	Vorzugsterm	heat	-1	-1
RU-RU	жара	Vorzugsterm	жара	0	44
RU-RU	жар	Negativterm	жар	0	5

EN-US	homogeneous	Vorzugsterm	homogeneous	-1	-1
RU-RU	однородный	Vorzugsterm	однородный	1	23
RU-RU	гомогенный	Negativterm	гомогенный	1	3

EN-US	robust	Vorzugsterm	robust	-1	-1
RU-RU	устойчивый	Vorzugsterm	устойчивый	2	29
RU-RU	стабильный	Negativterm	стабильный	2	5

EN-US	soul	Vorzugsterm	soul	-1	-1
RU-RU	душа	Vorzugsterm	душа	1	71
RU-RU	дух	Negativterm	дух	1	5

EN-US	rest	Vorzugsterm	rest	-1	-1
RU-RU	остальной	Vorzugsterm	остальной	0	424
RU-RU	другой	Negativterm	другой	0	14

EN-US	refer	Vorzugsterm	refer	-1	-1
RU-RU	называть	Vorzugsterm	называть	1	45
RU-RU	именовать	Negativterm	именовать	1	3

EN-US	independence	Vorzugsterm	independence	-1	-1
RU-RU	независимость	Vorzugsterm	независимость	0	643
RU-RU	самостоятельность	Negativterm	самостоятельность	0	2

EN-US	prevail	Vorzugsterm	prevail	-1	-1
RU-RU	преобладать	Vorzugsterm	преобладать	0	110
RU-RU	превалировать	Negativterm	превалировать	0	29
RU-RU	господствовать	Negativterm	господствовать	0	5

EN-US	perhaps	Vorzugsterm	perhaps	-1	-1
RU-RU	возможно	Vorzugsterm	возможно	1	520
RU-RU	пожалуй	Negativterm	пожалуй	1	43
RU-RU	вероятно	Negativterm	вероятно	1	39

EN-US	deal	Vorzugsterm	deal	-1	-1
RU-RU	сделка	Vorzugsterm	сделка	1	280
RU-RU	соглашение	Negativterm	соглашение	1	176
RU-RU	договор	Negativterm	договор	1	21
RU-RU	контракт	Negativterm	контракт	1	3

EN-US	vast	Vorzugsterm	vast	-1	-1
RU-RU	огромный	Vorzugsterm	огромный	0	201
RU-RU	громадный	Negativterm	громадный	0	7
RU-RU	гигантский	Negativterm	гигантский	0	5
RU-RU	колоссальный	Negativterm	колоссальный	0	4

EN-US	subject	Vorzugsterm	subject	-1	-1
RU-RU	предмет	Vorzugsterm	предмет	1	69
RU-RU	объект	Negativterm	объект	1	14

EN-US	leadership	Vorzugsterm	leadership	-1	-1
RU-RU	руководство	Vorzugsterm	руководство	3	636
RU-RU	управление	Negativterm	управление	3	12

EN-US	obvious	Vorzugsterm	obvious	-1	-1
RU-RU	очевидный	Vorzugsterm	очевидный	0	378
RU-RU	явный	Negativterm	явный	0	31
RU-RU	ясный	Negativterm	ясный	0	9

EN-US	continually	Vorzugsterm	continually	-1	-1
RU-RU	постоянно	Vorzugsterm	постоянно	1	21
RU-RU	непрерывно	Negativterm	непрерывно	1	3

EN-US	loss	Vorzugsterm	loss	-1	-1
RU-RU	потеря	Vorzugsterm	потеря	0	598
RU-RU	утрата	Negativterm	утрата	0	46

EN-US	machinery	Vorzugsterm	machinery	-1	-1
RU-RU	машина	Vorzugsterm	машина	0	16
RU-RU	аппарат	Negativterm	аппарат	0	3

EN-US	originally	Vorzugsterm	originally	-1	-1
RU-RU	изначально	Vorzugsterm	изначально	0	36
RU-RU	первоначально	Negativterm	первоначально	0	33
RU-RU	вначале	Negativterm	вначале	0	4

EN-US	wait	Vorzugsterm	wait	-1	-1
RU-RU	ждать	Vorzugsterm	ждать	2	142
RU-RU	ожидать	Negativterm	ожидать	2	26
RU-RU	дожидаться	Negativterm	дожидаться	2	7
RU-RU	выжидать	Negativterm	выжидать	2	7
RU-RU	поджидать	Negativterm	поджидать	2	1

EN-US	inform	Vorzugsterm	inform	-1	-1
RU-RU	информировать	Vorzugsterm	информировать	0	38
RU-RU	сообщать	Negativterm	сообщать	0	19
RU-RU	проинформировать	Negativterm	проинформировать	0	13

EN-US	praise	Vorzugsterm	praise	-1	-1
RU-RU	похвала	Vorzugsterm	похвала	0	19
RU-RU	хвала	Negativterm	хвала	0	1

EN-US	unsuccessfully	Vorzugsterm	unsuccessfully	-1	-1
RU-RU	безуспешно	Vorzugsterm	безуспешно	0	6
RU-RU	безрезультатно	Negativterm	безрезультатно	0	1

EN-US	distance	Vorzugsterm	distance	-1	-1
RU-RU	расстояние	Vorzugsterm	расстояние	0	49
RU-RU	дистанция	Negativterm	дистанция	0	13

EN-US	uniform	Vorzugsterm	uniform	-1	-1
RU-RU	форма	Vorzugsterm	форма	5	22
RU-RU	мундир	Negativterm	мундир	5	3

EN-US	illness	Vorzugsterm	illness	-1	-1
RU-RU	болезнь	Vorzugsterm	болезнь	0	89
RU-RU	заболевание	Negativterm	заболевание	0	57

EN-US	sexually	Vorzugsterm	sexually	-1	-1
RU-RU	сексуальный	Vorzugsterm	сексуальный	0	9
RU-RU	половой	Negativterm	половой	0	5

EN-US	sexual	Vorzugsterm	sexual	-1	-1
RU-RU	сексуальный	Vorzugsterm	сексуальный	0	186
RU-RU	половой	Negativterm	половой	0	5

EN-US	frequently	Vorzugsterm	frequently	-1	-1
RU-RU	часто	Vorzugsterm	часто	0	162
RU-RU	зачастую	Negativterm	зачастую	0	10

EN-US	condom	Vorzugsterm	condom	-1	-1
RU-RU	презерватив	Vorzugsterm	презерватив	0	26
RU-RU	кондом	Negativterm	кондом	0	1

EN-US	grandmother	Vorzugsterm	grandmother	-1	-1
RU-RU	бабушка	Vorzugsterm	бабушка	0	23
RU-RU	бабуля	Negativterm	бабуля	0	1

EN-US	lady	Vorzugsterm	lady	-1	-1
RU-RU	леди	Vorzugsterm	леди	0	33
RU-RU	дама	Negativterm	дама	0	2

EN-US	pillar	Vorzugsterm	pillar	-1	-1
RU-RU	столп	Vorzugsterm	столп	0	65
RU-RU	столб	Negativterm	столб	0	2

EN-US	shelter	Vorzugsterm	shelter	-1	-1
RU-RU	приют	Vorzugsterm	приют	1	14
RU-RU	убежище	Negativterm	убежище	1	11
RU-RU	кров	Negativterm	кров	1	5

EN-US	flesh	Vorzugsterm	flesh	-1	-1
RU-RU	плоть	Vorzugsterm	плоть	0	8
RU-RU	мясо	Negativterm	мясо	0	3

EN-US	continent	Vorzugsterm	continent	-1	-1
RU-RU	континент	Vorzugsterm	континент	0	417
RU-RU	материк	Negativterm	материк	0	4

EN-US	border	Vorzugsterm	border	-1	-1
RU-RU	граница	Vorzugsterm	граница	0	866
RU-RU	рубеж	Negativterm	рубеж	0	5
RU-RU	предел	Negativterm	предел	0	4

EN-US	map	Vorzugsterm	map	-1	-1
RU-RU	карта	Vorzugsterm	карта	0	136
RU-RU	план	Negativterm	план	0	7

EN-US	finding	Vorzugsterm	finding	-1	-1
RU-RU	результат	Vorzugsterm	результат	0	18
RU-RU	вывод	Negativterm	вывод	0	15

EN-US	similarity	Vorzugsterm	similarity	-1	-1
RU-RU	сходство	Vorzugsterm	сходство	0	51
RU-RU	схожесть	Negativterm	схожесть	0	6
RU-RU	подобие	Negativterm	подобие	0	3
RU-RU	совпадение	Negativterm	совпадение	0	2

EN-US	genuine	Vorzugsterm	genuine	-1	-1
RU-RU	подлинный	Vorzugsterm	подлинный	0	108
RU-RU	настоящий	Negativterm	настоящий	0	52
RU-RU	истинный	Negativterm	истинный	0	35
RU-RU	действительный	Negativterm	действительный	0	4

EN-US	stem	Vorzugsterm	stem	-1	-1
RU-RU	вытекать	Vorzugsterm	вытекать	2	36
RU-RU	проистекать	Negativterm	проистекать	2	15
RU-RU	происходить	Negativterm	происходить	2	13

EN-US	core	Vorzugsterm	core	-1	-1
RU-RU	основной	Vorzugsterm	основной	0	122
RU-RU	базовый	Negativterm	базовый	0	33
RU-RU	главный	Negativterm	главный	0	17

EN-US	produce	Vorzugsterm	produce	-1	-1
RU-RU	производить	Vorzugsterm	производить	3	279
RU-RU	создавать	Negativterm	создавать	3	82
RU-RU	делать	Negativterm	делать	3	4

EN-US	via	Vorzugsterm	via	-1	-1
RU-RU	через	Vorzugsterm	через	3	97
RU-RU	посредством	Negativterm	посредством	3	27

EN-US	final	Vorzugsterm	final	-1	-1
RU-RU	последний	Vorzugsterm	последний	0	139
RU-RU	конечный	Negativterm	конечный	0	44

EN-US	grandfather	Vorzugsterm	grandfather	-1	-1
RU-RU	дед	Vorzugsterm	дед	0	13
RU-RU	дедушка	Negativterm	дедушка	0	12

EN-US	couple	Vorzugsterm	couple	-1	-1
RU-RU	пара	Vorzugsterm	пара	4	124
RU-RU	два	Negativterm	два	4	16

EN-US	contrast	Vorzugsterm	contrast	-1	-1
RU-RU	напротив	Vorzugsterm	напротив	2	142
RU-RU	наоборот	Negativterm	наоборот	2	65

EN-US	daily	Vorzugsterm	daily	-1	-1
RU-RU	ежедневный	Vorzugsterm	ежедневный	0	78
RU-RU	каждодневный	Negativterm	каждодневный	0	5

EN-US	tiny	Vorzugsterm	tiny	-1	-1
RU-RU	крошечный	Vorzugsterm	крошечный	0	54
RU-RU	крохотный	Negativterm	крохотный	0	14
RU-RU	маленький	Negativterm	маленький	0	6

EN-US	conceal	Vorzugsterm	conceal	-1	-1
RU-RU	скрывать	Vorzugsterm	скрывать	1	20
RU-RU	прятать	Negativterm	прятать	1	4
RU-RU	таить	Negativterm	таить	1	1

EN-US	tomato	Vorzugsterm	tomato	-1	-1
RU-RU	помидор	Vorzugsterm	помидор	0	12
RU-RU	томат	Negativterm	томат	0	2

EN-US	potato	Vorzugsterm	potato	-1	-1
RU-RU	картофель	Vorzugsterm	картофель	0	9
RU-RU	картошка	Negativterm	картошка	0	2

EN-US	husband	Vorzugsterm	husband	-1	-1
RU-RU	муж	Vorzugsterm	муж	0	92
RU-RU	супруг	Negativterm	супруг	0	3

EN-US	govern	Vorzugsterm	govern	-1	-1
RU-RU	управлять	Vorzugsterm	управлять	0	108
RU-RU	править	Negativterm	править	0	88
